SKILLNAME	ICON	ACTIVITY_TYPE
social_imagedesigner_bodyform_04	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_exotic_01	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_exotic_02	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_exotic_03	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_exotic_04	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_hairstyle_01	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_hairstyle_02	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_hairstyle_03	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_hairstyle_04	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_markings_01	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_markings_02	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_markings_03	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_markings_04	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_master	/Styles.Icon.command.imageDesign	entertain
social_imagedesigner_novice	/Styles.Icon.command.imageDesign	entertain
social_musician_ability_01	/Styles.Icon.command.spotlight	music
social_musician_ability_02	/Styles.Icon.command.laserShow	music
social_musician_ability_03	/Styles.Icon.command.firejet2	music
social_musician_ability_04	/Styles.Icon.command.featuredSolo	music
social_musician_knowledge_01	/Styles.Icon.music.ballad	music
social_musician_knowledge_02	/Styles.Icon.music.funk	music
social_musician_knowledge_03	/Styles.Icon.music.waltz	music
social_musician_knowledge_04	/Styles.Icon.music.jazz	music
social_musician_master	/Styles.Icon.music.virtuoso	music
social_musician_novice	/Styles.Icon.music.starwars4	music
social_musician_shock_01	/Styles.Icon.Misc.genericInstrument	music
social_musician_shock_02	/Styles.Icon.Misc.genericInstrument	music
social_musician_shock_03	/Styles.Icon.Misc.genericInstrument	music
social_musician_shock_04	/Styles.Icon.Misc.genericInstrument	music
social_musician_wound_01	/Styles.Icon.command.inspire	music
social_musician_wound_02	/Styles.Icon.command.inspire	music
social_musician_wound_03	/Styles.Icon.command.inspire	music
social_musician_wound_04	/Styles.Icon.command.inspire	music
pilot_rebel_navy_novice	/Styles.space.Icon.droid.droidMuteDroid	space
pilot_rebel_navy_master	/Styles.space.Icon.command.jstart3	space
pilot_rebel_navy_starships_01	/Styles.space.Icon.command.ptrap1	space
pilot_rebel_navy_starships_02	/Styles.space.Icon.command.ptrap2	space
pilot_rebel_navy_starships_03	/Styles.space.Icon.command.ptrap1	space
pilot_rebel_navy_starships_04	/Styles.space.Icon.command.ptrap2	space
pilot_rebel_navy_weapons_01	/Styles.space.Icon.command.nblast	space
pilot_rebel_navy_weapons_02	/Styles.space.Icon.command.nblast	space
pilot_rebel_navy_weapons_03	/Styles.space.Icon.command.nblast	space
pilot_rebel_navy_weapons_04	/Styles.space.Icon.command.nblast	space
pilot_rebel_navy_procedures_01	/Styles.space.Icon.command.iffScramble	space
pilot_rebel_navy_procedures_02	/Styles.space.Icon.command.eshields	space
pilot_rebel_navy_procedures_03	/Styles.space.Icon.command.inspacerepair	space
pilot_rebel_navy_procedures_04	/Styles.space.Icon.command.inspacereload	space
pilot_rebel_navy_droid_01	/Styles.space.Icon.droid.droidShieldNormalize	space
pilot_rebel_navy_droid_02	/Styles.space.Icon.droid.droidShieldAdjustFrontOne	space
pilot_rebel_navy_droid_03	/Styles.space.Icon.droid.droidShieldAdjustFrontThree	space
pilot_rebel_navy_droid_04	/Styles.space.Icon.droid.droidShieldEmergencyFront	space
pilot_imperial_navy_novice	/Styles.space.Icon.droid.droidMuteDroid	space
pilot_imperial_navy_master	/Styles.space.Icon.command.bstrike3	space
pilot_imperial_navy_starships_01	/Styles.space.Icon.command.bstrike1	space
pilot_imperial_navy_starships_02	/Styles.space.Icon.command.bstrike1	space
pilot_imperial_navy_starships_03	/Styles.space.Icon.command.bstrike1	space
pilot_imperial_navy_starships_04	/Styles.space.Icon.command.bstrike1	space
pilot_imperial_navy_weapons_01	/Styles.space.Icon.command.nblast	space
pilot_imperial_navy_weapons_02	/Styles.space.Icon.command.nblast	space
pilot_imperial_navy_weapons_03	/Styles.space.Icon.command.nblast	space
pilot_imperial_navy_weapons_04	/Styles.space.Icon.command.nblast	space
pilot_imperial_navy_procedures_01	/Styles.space.Icon.command.pumpReactor	space
pilot_imperial_navy_procedures_02	/Styles.space.Icon.command.eweapons	space
pilot_imperial_navy_procedures_03	/Styles.space.Icon.command.eweapons	space
pilot_imperial_navy_procedures_04	/Styles.space.Icon.command.bstrike2	space
pilot_imperial_navy_droid_01	/Styles.space.Icon.droid.droidEngineOverloadOne	space
pilot_imperial_navy_droid_02	/Styles.space.Icon.droid.droidWeaponOverloadTwo	space
pilot_imperial_navy_droid_03	/Styles.space.Icon.droid.droidWeaponEffeciencyThree	space
pilot_imperial_navy_droid_04	/Styles.space.Icon.droid.droidEngineEfficiencyFour	space
pilot_neutral_novice	/Styles.space.Icon.droid.droidMuteDroid	space
pilot_neutral_master	/Styles.space.Icon.command.iffScramble	space
pilot_neutral_starships_01	/Styles.space.Icon.command.ptrap1	space
pilot_neutral_starships_02	/Styles.space.Icon.command.ptrap1	space
pilot_neutral_starships_03	/Styles.space.Icon.command.ptrap1	space
pilot_neutral_starships_04	/Styles.space.Icon.command.ptrap1	space
pilot_neutral_weapons_01	/Styles.space.Icon.command.nblast	space
pilot_neutral_weapons_02	/Styles.space.Icon.command.nblast	space
pilot_neutral_weapons_03	/Styles.space.Icon.command.nblast	space
pilot_neutral_weapons_04	/Styles.space.Icon.command.nblast	space
pilot_neutral_procedures_01	/Styles.space.Icon.command.ethrust	space
pilot_neutral_procedures_02	/Styles.space.Icon.command.ethrust	space
pilot_neutral_procedures_03	/Styles.space.Icon.command.epulse1	space
pilot_neutral_procedures_04	/Styles.space.Icon.command.epulse2	space
pilot_neutral_droid_01	/Styles.space.Icon.droid.droidReactorOverloadOne	space
pilot_neutral_droid_02	/Styles.space.Icon.droid.droidWeapCapPowerupTwo	space
pilot_neutral_droid_03	/Styles.space.Icon.droid.droidWeapCapToShieldThree	space
pilot_neutral_droid_04	/Styles.space.Icon.droid.droidReactorOverloadFour	space
expertise_fs_general_enhanced_strength_1	/Styles.Icon.command.fs_general_enhanced_strength	
expertise_fs_general_enhanced_strength_2	/Styles.Icon.command.fs_general_enhanced_strength	
expertise_fs_general_enhanced_strength_3	/Styles.Icon.command.fs_general_enhanced_strength	
expertise_fs_general_enhanced_strength_4	/Styles.Icon.command.fs_general_enhanced_strength	
expertise_fs_general_enhanced_constitution_1	/Styles.Icon.command.fs_general_enhanced_constitution	
expertise_fs_general_enhanced_constitution_2	/Styles.Icon.command.fs_general_enhanced_constitution	
expertise_fs_general_enhanced_constitution_3	/Styles.Icon.command.fs_general_enhanced_constitution	
expertise_fs_general_enhanced_constitution_4	/Styles.Icon.command.fs_general_enhanced_constitution	
expertise_fs_general_enhanced_agility_1	/Styles.Icon.command.fs_general_enhanced_agility	
expertise_fs_general_enhanced_agility_2	/Styles.Icon.command.fs_general_enhanced_agility	
expertise_fs_general_enhanced_agility_3	/Styles.Icon.command.fs_general_enhanced_agility	
expertise_fs_general_enhanced_agility_4	/Styles.Icon.command.fs_general_enhanced_agility	
expertise_fs_general_enhanced_stamina_1	/Styles.Icon.command.fs_general_enhanced_stamina	
expertise_fs_general_enhanced_stamina_2	/Styles.Icon.command.fs_general_enhanced_stamina	
expertise_fs_general_enhanced_stamina_3	/Styles.Icon.command.fs_general_enhanced_stamina	
expertise_fs_general_enhanced_stamina_4	/Styles.Icon.command.fs_general_enhanced_stamina	
expertise_fs_general_crippling_accuracy_1	/Styles.Icon.command.fs_general_crippling_accuracy	
expertise_fs_general_crippling_accuracy_2	/Styles.Icon.command.fs_general_crippling_accuracy	
expertise_fs_general_crippling_accuracy_3	/Styles.Icon.command.fs_general_crippling_accuracy	
expertise_fs_general_crippling_accuracy_4	/Styles.Icon.command.fs_general_crippling_accuracy	
expertise_fs_general_improved_force_throw_1	/Styles.Icon.command.forceThrow	
expertise_fs_general_improved_force_throw_2	/Styles.Icon.command.forceThrow	
expertise_fs_general_alacrity_1	/Styles.Icon.command.fs_general_alacrity	
expertise_fs_general_alacrity_2	/Styles.Icon.command.fs_general_alacrity	
expertise_fs_general_alacrity_3	/Styles.Icon.command.fs_general_alacrity	
expertise_fs_general_alacrity_4	/Styles.Icon.command.fs_general_alacrity	
expertise_fs_general_improved_crippling_accuracy_1	/Styles.Icon.command.fs_general_improved_crippling_accuracy	
expertise_fs_general_improved_crippling_accuracy_2	/Styles.Icon.command.fs_general_improved_crippling_accuracy	
expertise_fs_general_improved_crippling_accuracy_3	/Styles.Icon.command.fs_general_improved_crippling_accuracy	
expertise_fs_general_exacting_strikes_1	/Styles.Icon.command.fs_general_exacting_strikes	
expertise_fs_general_exacting_strikes_2	/Styles.Icon.command.fs_general_exacting_strikes	
expertise_fs_general_exacting_strikes_3	/Styles.Icon.command.fs_general_exacting_strikes	
expertise_fs_general_exacting_strikes_4	/Styles.Icon.command.fs_general_exacting_strikes	
expertise_fs_general_force_cloak_1	/Styles.Icon.command.fs_buff_invis	
expertise_fs_general_heightened_speed_1	/Styles.Icon.command.fs_general_heightened_speed	
expertise_fs_general_heightened_speed_2	/Styles.Icon.command.fs_general_heightened_speed	
expertise_fs_general_heightened_speed_3	/Styles.Icon.command.fs_general_heightened_speed	
expertise_fs_general_heightened_speed_4	/Styles.Icon.command.fs_general_heightened_speed	
expertise_fs_general_stance_saber_block_1	/Styles.Icon.command.saberBlock	
expertise_fs_general_improved_saber_block_1	/Styles.Icon.command.fs_general_improved_saber_block	
expertise_fs_general_improved_saber_block_2	/Styles.Icon.command.fs_general_improved_saber_block	
expertise_fs_general_improved_saber_block_3	/Styles.Icon.command.fs_general_improved_saber_block	
expertise_fs_general_incisiveness_1	/Styles.Icon.command.fs_general_incisiveness	
expertise_fs_general_incisiveness_2	/Styles.Icon.command.fs_general_incisiveness	
expertise_fs_general_incisiveness_3	/Styles.Icon.command.fs_general_incisiveness	
expertise_fs_general_incisiveness_4	/Styles.Icon.command.fs_general_incisiveness	
expertise_fs_general_second_wind_1	/Styles.Icon.command.fs_general_second_wind	
expertise_fs_general_second_wind_2	/Styles.Icon.command.fs_general_second_wind	
expertise_fs_general_force_shockwave_1	/Styles.Icon.command.fs_dm_cc_crit	
expertise_fs_general_improved_force_shockwave_1	/Styles.Icon.command.fs_general_improved_force_shockwave	
expertise_fs_general_improved_force_shockwave_2	/Styles.Icon.command.fs_general_improved_force_shockwave	
expertise_fs_general_improved_force_shockwave_3	/Styles.Icon.command.fs_general_improved_force_shockwave	
expertise_fs_general_fidelity_1	/Styles.Icon.command.fs_general_fidelity	
expertise_fs_general_fidelity_2	/Styles.Icon.command.fs_general_fidelity	
expertise_fs_general_fidelity_3	/Styles.Icon.command.fs_general_fidelity	
expertise_fs_general_fidelity_4	/Styles.Icon.command.fs_general_fidelity	
expertise_fs_general_improved_force_cloak_1	/Styles.Icon.command.fs_general_improved_force_cloak	
expertise_fs_general_grace_in_motion_1	/Styles.Icon.command.fs_general_grace_in_motion	
expertise_fs_general_grace_in_motion_2	/Styles.Icon.command.fs_general_grace_in_motion	
expertise_fs_general_grace_in_motion_3	/Styles.Icon.command.fs_general_grace_in_motion	
expertise_fs_general_premonition_1	/Styles.Icon.command.fs_general_premonition	
expertise_fs_general_premonition_2	/Styles.Icon.command.fs_general_premonition	
expertise_fs_general_premonition_3	/Styles.Icon.command.fs_general_premonition	
expertise_fs_general_premonition_4	/Styles.Icon.command.fs_general_premonition	
expertise_fs_path_perceptive_sentinel_1	/Styles.Icon.command.fs_path_perceptive_sentinel	
expertise_fs_path_perceptive_sentinel_2	/Styles.Icon.command.fs_path_perceptive_sentinel	
expertise_fs_path_perceptive_sentinel_3	/Styles.Icon.command.fs_path_perceptive_sentinel	
expertise_fs_path_perceptive_sentinel_4	/Styles.Icon.command.fs_path_perceptive_sentinel	
expertise_fs_path_ruthless_precision_1	/Styles.Icon.command.fs_path_ruthless_precision	
expertise_fs_path_ruthless_precision_2	/Styles.Icon.command.fs_path_ruthless_precision	
expertise_fs_path_ruthless_precision_3	/Styles.Icon.command.fs_path_ruthless_precision	
expertise_fs_path_ruthless_precision_4	/Styles.Icon.command.fs_path_ruthless_precision	
expertise_fs_path_riposte_1	/Styles.Icon.command.fs_path_riposte	
expertise_fs_path_riposte_2	/Styles.Icon.command.fs_path_riposte	
expertise_fs_path_force_drain_1	/Styles.Icon.command.fs_path_force_drain	
expertise_fs_path_improved_force_drain_1	/Styles.Icon.command.fs_path_improved_force_drain	
expertise_fs_path_improved_force_drain_2	/Styles.Icon.command.fs_path_improved_force_drain	
expertise_fs_path_improved_force_drain_3	/Styles.Icon.command.fs_path_improved_force_drain	
expertise_fs_path_improved_force_drain_4	/Styles.Icon.command.fs_path_improved_force_drain	
expertise_fs_path_saber_reflect_1	/Styles.Icon.command.fs_path_saber_reflect	
expertise_fs_path_improved_saber_reflect_1	/Styles.Icon.command.fs_path_improved_saber_reflect	
expertise_fs_path_improved_saber_reflect_2	/Styles.Icon.command.fs_path_improved_saber_reflect	
expertise_fs_path_improved_saber_reflect_3	/Styles.Icon.command.fs_path_improved_saber_reflect	
expertise_fs_path_improved_saber_reflect_4	/Styles.Icon.command.fs_path_improved_saber_reflect	
expertise_fs_path_flurry	/Styles.Icon.command.fs_flurry	
expertise_fs_path_cautious_nature_1	/Styles.Icon.command.fs_path_cautious_nature	
expertise_fs_path_cautious_nature_2	/Styles.Icon.command.fs_path_cautious_nature	
expertise_fs_path_cautious_nature_3	/Styles.Icon.command.fs_path_cautious_nature	
expertise_fs_path_cautious_nature_4	/Styles.Icon.command.fs_path_cautious_nature	
expertise_fs_path_remorseless_nature_1	/Styles.Icon.command.fs_path_remorseless_nature	
expertise_fs_path_remorseless_nature_2	/Styles.Icon.command.fs_path_remorseless_nature	
expertise_fs_path_remorseless_nature_3	/Styles.Icon.command.fs_path_remorseless_nature	
expertise_fs_path_remorseless_nature_4	/Styles.Icon.command.fs_path_remorseless_nature	
expertise_fs_path_saber_shackle_1	/Styles.Icon.command.fs_path_practiced_fluidity	
expertise_fs_path_saber_shackle_2	/Styles.Icon.command.fs_path_practiced_fluidity	
expertise_fs_path_saber_shackle_3	/Styles.Icon.command.fs_path_practiced_fluidity	
expertise_fs_path_saber_shackle_4	/Styles.Icon.command.fs_path_practiced_fluidity	
expertise_fs_path_soothing_aura_1	/Styles.Icon.command.fs_path_soothing_aura	
expertise_fs_path_soothing_aura_2	/Styles.Icon.command.fs_path_soothing_aura	
expertise_fs_path_soothing_aura_3	/Styles.Icon.command.fs_path_soothing_aura	
expertise_fs_path_soothing_aura_4	/Styles.Icon.command.fs_path_soothing_aura	
expertise_fs_path_brutality_1	/Styles.Icon.command.fs_path_brutality	
expertise_fs_path_brutality_2	/Styles.Icon.command.fs_path_brutality	
expertise_fs_path_brutality_3	/Styles.Icon.command.fs_path_brutality	
expertise_fs_path_brutality_4	/Styles.Icon.command.fs_path_brutality	
expertise_fs_path_force_choke_1	/Styles.Icon.command.fs_dm_cc	
expertise_fs_path_reactive_response_1	/Styles.Icon.command.fs_path_reactive_response	
expertise_fs_path_reactive_response_2	/Styles.Icon.command.fs_path_reactive_response	
expertise_fs_path_forsake_fear_1	/Styles.Icon.command.fs_path_forsake_fear	
expertise_fs_path_cloud_minds_1	/Styles.Icon.command.fs_mind_trick	
expertise_fs_path_dark_lightning_1	/Styles.Icon.command.fs_ae_dm_cc	
expertise_fs_path_tempt_hatred_1	/Styles.Icon.command.fs_path_tempt_hatred	
expertise_fs_path_tempt_hatred_2	/Styles.Icon.command.fs_path_tempt_hatred	
expertise_fs_path_improved_force_choke_1	/Styles.Icon.command.fs_path_improved_force_choke	
expertise_fs_path_improved_force_choke_2	/Styles.Icon.command.fs_path_improved_force_choke	
expertise_fs_path_force_clarity_1	/Styles.Icon.command.fs_path_force_clarity	
expertise_fs_path_hermetic_touch_1	/Styles.Icon.command.fs_path_hermetic_touch	
expertise_fs_path_expansive_trickery_1	/Styles.Icon.command.fs_mind_trick	
expertise_fs_path_expansive_trickery_2	/Styles.Icon.command.fs_mind_trick	
expertise_fs_path_expansive_trickery_3	/Styles.Icon.command.fs_mind_trick	
expertise_fs_path_wracking_energy_1	/Styles.Icon.command.fs_ae_dm_cc	
expertise_fs_path_wracking_energy_2	/Styles.Icon.command.fs_ae_dm_cc	
expertise_fs_path_wracking_energy_3	/Styles.Icon.command.fs_ae_dm_cc	
expertise_fs_path_wracking_energy_4	/Styles.Icon.command.fs_ae_dm_cc	
expertise_fs_path_anticipate_aggression_1	/Styles.Icon.command.fs_path_anticipate_aggression	
expertise_fs_path_anticipate_aggression_2	/Styles.Icon.command.fs_path_anticipate_aggression	
expertise_fs_path_lasting_aura_1	/Styles.Icon.command.fs_path_lasting_aura	
expertise_fs_path_lasting_aura_2	/Styles.Icon.command.fs_path_lasting_aura	
expertise_fs_path_lethargy_1	/Styles.Icon.command.fs_mind_trick	
expertise_fs_path_lethargy_2	/Styles.Icon.command.fs_mind_trick	
expertise_fs_path_lethargy_3	/Styles.Icon.command.fs_mind_trick	
expertise_fs_path_lethargy_4	/Styles.Icon.command.fs_mind_trick	
expertise_fs_path_maelstrom_1	/Styles.Icon.command.fs_path_maelstrom	
expertise_fs_path_strangulation_1	/Styles.Icon.command.fs_path_improved_force_choke	
expertise_fs_path_strangulation_2	/Styles.Icon.command.fs_path_improved_force_choke	
expertise_bh_ass_act_1	/Styles.Icon.command.bh_dm	
expertise_bh_ass_act_2	/Styles.Icon.command.bh_dm	
expertise_bh_ass_act_3	/Styles.Icon.command.bh_dm	
expertise_bh_ass_act_4	/Styles.Icon.command.bh_dm	
expertise_bh_ass_dam_1	/Styles.Icon.command.bh_dm	
expertise_bh_ass_dam_2	/Styles.Icon.command.bh_dm	
expertise_bh_ass_dam_3	/Styles.Icon.command.bh_dm	
expertise_bh_ass_cool_1	/Styles.Icon.command.bh_dm	
expertise_bh_ass_cool_2	/Styles.Icon.command.bh_dm	
expertise_bh_innate_1	/Styles.Icon.command.bh_innate_assault	
expertise_bh_return_fire_1	/Styles.Icon.command.bh_return_fire_command	
expertise_bh_taunt_1	/Styles.Icon.command.bh_taunt	
expertise_bh_fumble_1	/Styles.Icon.command.bh_fumble	
expertise_bh_stun_1	/Styles.Icon.command.bh_stun	
expertise_bh_prescience	/Styles.Icon.command.bh_prescience	
expertise_bh_absorbtion_1	/Styles.Icon.command.bh_absorption	
expertise_bh_absorbtion_2	/Styles.Icon.command.bh_absorption	
expertise_bh_absorbtion_3	/Styles.Icon.command.bh_absorption	
expertise_bh_absorbtion_4	/Styles.Icon.command.bh_absorption	
expertise_bh_deflection_1	/Styles.Icon.command.bh_deflection	
expertise_bh_deflection_2	/Styles.Icon.command.bh_deflection	
expertise_bh_deflection_3	/Styles.Icon.command.bh_deflection	
expertise_bh_deflection_4	/Styles.Icon.command.bh_deflection	
expertise_bh_shields_1	/Styles.Icon.command.bh_shields	
expertise_bh_amb_act_1	/Styles.Icon.command.bh_dm_crit	
expertise_bh_amb_act_2	/Styles.Icon.command.bh_dm_crit	
expertise_bh_amb_act_3	/Styles.Icon.command.bh_dm_crit	
expertise_bh_amb_act_4	/Styles.Icon.command.bh_dm_crit	
expertise_bh_amb_dam_1	/Styles.Icon.command.bh_dm_crit	
expertise_bh_amb_dam_2	/Styles.Icon.command.bh_dm_crit	
expertise_bh_amb_dam_3	/Styles.Icon.command.bh_dm_crit	
expertise_bh_amb_cool_1	/Styles.Icon.command.bh_dm_crit	
expertise_bh_amb_cool_2	/Styles.Icon.command.bh_dm_crit	
expertise_bh_surprise_1	/Styles.Icon.command.co_path_riddle_armor	
expertise_bh_amb_dam_cool	/Styles.Icon.command.co_path_armor_splash	
expertise_bh_man_crit_1	/Styles.Icon.command.bh_man_crits	
expertise_bh_man_crit_2	/Styles.Icon.command.bh_man_crits	
expertise_bh_man_crit_3	/Styles.Icon.command.bh_man_crits	
expertise_bh_man_crit_4	/Styles.Icon.command.bh_man_crits	
expertise_bh_trap_dam_1	/Styles.Icon.command.bh_dm_cc	
expertise_bh_trap_dam_2	/Styles.Icon.command.bh_dm_cc	
expertise_bh_trap_dam_3	/Styles.Icon.command.bh_dm_cc	
expertise_bh_trap_dam_4	/Styles.Icon.command.bh_dm_cc	
expertise_bh_trap_rng_1	/Styles.Icon.command.bh_del_cc	
expertise_bh_trap_rng_2	/Styles.Icon.command.bh_del_cc	
expertise_bh_trap_duration_1	/Styles.Icon.command.bh_dm_cc	
expertise_bh_trap_duration_2	/Styles.Icon.command.bh_dm_cc	
expertise_bh_trap_duration_3	/Styles.Icon.command.bh_dm_cc	
expertise_bh_intimidate_1	/Styles.Icon.command.bh_intimidate	
expertise_bh_dread_strike_1	/Styles.Icon.command.bh_dread_strike	
expertise_bh_stamina_1	/Styles.Icon.command.bh_stamina	
expertise_bh_stamina_2	/Styles.Icon.command.bh_stamina	
expertise_bh_stamina_3	/Styles.Icon.command.bh_stamina	
expertise_bh_stamina_4	/Styles.Icon.command.bh_stamina	
expertise_bh_precision_1	/Styles.Icon.command.bh_precision	
expertise_bh_precision_2	/Styles.Icon.command.bh_precision	
expertise_bh_precision_3	/Styles.Icon.command.bh_precision	
expertise_bh_precision_4	/Styles.Icon.command.bh_precision	
expertise_bh_agility_1	/Styles.Icon.command.fs_general_enhanced_agility	
expertise_bh_agility_2	/Styles.Icon.command.fs_general_enhanced_agility	
expertise_bh_agility_3	/Styles.Icon.command.fs_general_enhanced_agility	
expertise_bh_agility_4	/Styles.Icon.command.fs_general_enhanced_agility	
expertise_bh_constitution_1	/Styles.Icon.command.fs_general_enhanced_constitution	
expertise_bh_constitution_2	/Styles.Icon.command.fs_general_enhanced_constitution	
expertise_bh_constitution_3	/Styles.Icon.command.fs_general_enhanced_constitution	
expertise_bh_constitution_4	/Styles.Icon.command.fs_general_enhanced_constitution	
expertise_bh_carbine_act_1	/Styles.Icon.command.bh_carbine	
expertise_bh_carbine_act_2	/Styles.Icon.command.bh_carbine	
expertise_bh_carbine_act_3	/Styles.Icon.command.bh_carbine	
expertise_bh_carbine_act_4	/Styles.Icon.command.bh_carbine	
expertise_bh_carbine_dam_1	/Styles.Icon.command.bh_carbine	
expertise_bh_carbine_dam_2	/Styles.Icon.command.bh_carbine	
expertise_bh_carbine_crit_1	/Styles.Icon.command.bh_carbine_crit	
expertise_bh_relentless_1	/Styles.Icon.command.bh_relentless	
expertise_bh_rifle_act_1	/Styles.Icon.command.bh_rifle	
expertise_bh_rifle_act_2	/Styles.Icon.command.bh_rifle	
expertise_bh_rifle_act_3	/Styles.Icon.command.bh_rifle	
expertise_bh_rifle_act_4	/Styles.Icon.command.bh_rifle	
expertise_bh_rifle_dam_1	/Styles.Icon.command.bh_rifle	
expertise_bh_rifle_dam_2	/Styles.Icon.command.bh_rifle	
expertise_bh_sniper_1	/Styles.Icon.command.bh_sniper	
expertise_bh_cover_1	/Styles.Icon.command.bh_cover	
expertise_bh_armor_kin_1	/Styles.Icon.command.bh_armor_kinetic	
expertise_bh_armor_kin_2	/Styles.Icon.command.bh_armor_kinetic	
expertise_bh_armor_kin_3	/Styles.Icon.command.bh_armor_kinetic	
expertise_bh_armor_kin_4	/Styles.Icon.command.bh_armor_kinetic	
expertise_bh_armor_mgb_1	/Styles.Icon.command.bh_armor_mgb	
expertise_bh_armor_mgb_2	/Styles.Icon.command.bh_armor_mgb	
expertise_bh_armor_mgb_3	/Styles.Icon.command.bh_armor_mgb	
expertise_bh_armor_sprint_1	/Styles.Icon.command.bh_armor_sprint	
expertise_bh_armor_eng_1	/Styles.Icon.command.bh_armor_energy	
expertise_bh_armor_eng_2	/Styles.Icon.command.bh_armor_energy	
expertise_bh_armor_eng_3	/Styles.Icon.command.bh_armor_energy	
expertise_bh_armor_eng_4	/Styles.Icon.command.bh_armor_energy	
expertise_bh_armor_rgb_1	/Styles.Icon.command.bh_armor_rgb	
expertise_bh_armor_rgb_2	/Styles.Icon.command.bh_armor_rgb	
expertise_bh_armor_rgb_3	/Styles.Icon.command.bh_armor_rgb	
expertise_bh_armor_duelist_1	/Styles.Icon.command.bh_armor_duelist	
expertise_sm_general_enhanced_precision_1	/Styles.Icon.command.sm_general_enhanced_precision	
expertise_sm_general_enhanced_precision_2	/Styles.Icon.command.sm_general_enhanced_precision	
expertise_sm_general_hidden_padding_1	/Styles.Icon.command.sm_general_hidden_padding	
expertise_sm_general_hidden_padding_2	/Styles.Icon.command.sm_general_hidden_padding	
expertise_sm_general_gun_oil_1	/Styles.Icon.command.sm_general_gun_oil	
expertise_sm_general_elbow_grease_1	/Styles.Icon.command.sm_general_elbow_grease	
expertise_sm_general_enhanced_luck_1	/Styles.Icon.command.sm_general_enhanced_luck	
expertise_sm_general_enhanced_luck_2	/Styles.Icon.command.sm_general_enhanced_luck	
expertise_sm_general_spot_a_sucker_1	/Styles.Icon.command.sm_general_spot_a_sucker	
expertise_sm_general_hair_trigger_1	/Styles.Icon.command.sm_general_hair_trigger	
expertise_sm_general_hair_trigger_2	/Styles.Icon.command.sm_general_hair_trigger	
expertise_sm_general_hair_trigger_3	/Styles.Icon.command.sm_general_hair_trigger	
expertise_sm_general_hair_trigger_4	/Styles.Icon.command.sm_general_hair_trigger	
expertise_sm_general_switcheroo_1	/Styles.Icon.command.sm_general_switcheroo	
expertise_sm_general_switcheroo_2	/Styles.Icon.command.sm_general_switcheroo	
expertise_sm_general_switcheroo_3	/Styles.Icon.command.sm_general_switcheroo	
expertise_sm_general_switcheroo_4	/Styles.Icon.command.sm_general_switcheroo	
expertise_sm_general_off_the_cuff_1	/Styles.Icon.command.sm_general_off_the_cuff	
expertise_sm_general_meager_fortune_1	/Styles.Icon.command.sm_general_meager_fortune	
expertise_sm_general_meager_fortune_2	/Styles.Icon.command.sm_general_meager_fortune	
expertise_sm_general_lined_pockets_1	/Styles.Icon.command.sm_general_lined_pockets	
expertise_sm_general_lined_pockets_2	/Styles.Icon.command.sm_general_lined_pockets	
expertise_sm_general_precise_bead_1	/Styles.Icon.command.sm_general_precise_bead	
expertise_sm_general_precise_bead_2	/Styles.Icon.command.sm_general_precise_bead	
expertise_sm_general_precise_bead_3	/Styles.Icon.command.sm_general_precise_bead	
expertise_sm_general_precise_bead_4	/Styles.Icon.command.sm_general_precise_bead	
expertise_sm_general_head_crack_1	/Styles.Icon.command.sm_general_head_crack	
expertise_sm_general_head_crack_2	/Styles.Icon.command.sm_general_head_crack	
expertise_sm_general_head_crack_3	/Styles.Icon.command.sm_general_head_crack	
expertise_sm_general_head_crack_4	/Styles.Icon.command.sm_general_head_crack	
expertise_sm_general_double_deal_1	/Styles.Icon.command.sm_general_double_deal	
expertise_sm_general_double_deal_2	/Styles.Icon.command.sm_general_double_deal	
expertise_sm_general_wretched_fate_1	/Styles.Icon.command.sm_general_wretched_fate	
expertise_sm_general_wretched_fate_2	/Styles.Icon.command.sm_general_wretched_fate	
expertise_sm_general_hammer_fanning_1	/Styles.Icon.command.sm_general_hammer_fanning	
expertise_sm_general_hammer_fanning_2	/Styles.Icon.command.sm_general_hammer_fanning	
expertise_sm_general_hammer_fanning_3	/Styles.Icon.command.sm_general_hammer_fanning	
expertise_sm_general_hammer_fanning_4	/Styles.Icon.command.sm_general_hammer_fanning	
expertise_sm_general_one_two_pummel_1	/Styles.Icon.command.sm_general_one_two_pummel	
expertise_sm_general_one_two_pummel_2	/Styles.Icon.command.sm_general_one_two_pummel	
expertise_sm_general_one_two_pummel_3	/Styles.Icon.command.sm_general_one_two_pummel	
expertise_sm_general_one_two_pummel_4	/Styles.Icon.command.sm_general_one_two_pummel	
